x;cos;tanh;sqrt;color
1;0.9072734089175166;0.02493249010746252;0.1374383990247588;RGB(0.002,0.002,0.002)
2;1.0001832288838566;0.04232802424464044;0.09765744425167525;RGB(0.004,0.004,0.004)
3;0.9515857010177262;0.14003324851082974;0.08480335467534088;RGB(0.006,0.006,0.006)
4;0.9851596484102315;-0.000566255369937603;0.2376620247560191;RGB(0.008,0.008,0.008)
5;0.9987539727083997;0.022241714115973053;0.2236062321555786;RGB(0.01,0.01,0.01)
6;1.084230617099928;0.04239313530349162;0.2913915038109459;RGB(0.012,0.012,0.012)
7;1.005288620960761;0.06057260652907626;0.2662144977792043;RGB(0.014,0.014,0.014)
8;1.0611601091475087;0.07989679300158;0.2840512542899008;RGB(0.016,0.016,0.016)
9;0.9958796247252691;0.012447595508810569;0.26185866475605624;RGB(0.018,0.018,0.018)
10;1.0015460423782547;0.14878951787601988;0.3000950277115253;RGB(0.02,0.02,0.02)
11;0.9879177532890002;0.14684873336051213;0.347578604334615;RGB(0.022,0.022,0.022)
12;0.9928128767232618;0.1552622335291626;0.33811682005408766;RGB(0.024,0.024,0.024)
13;0.9916251898508578;0.12853542365282486;0.3298539720000717;RGB(0.026,0.026,0.026)
14;0.9901416476718117;0.17562552211368734;0.37417740676298034;RGB(0.028,0.028,0.028)
15;0.8983570157719655;0.15013254963414985;0.39333759258323414;RGB(0.03,0.03,0.03)
16;0.9862604921399168;0.11971656187412019;0.38128674358846515;RGB(0.032,0.032,0.032)
17;0.8794274189499907;0.1729421003918681;0.5145577325162869;RGB(0.034,0.034,0.034)
18;0.9254210942145266;0.09699676670095773;0.35599549689561083;RGB(0.036,0.036,0.036)
19;0.882958389568735;0.19394109073145915;0.42859318479306746;RGB(0.038,0.038,0.038)
20;1.0509783414414344;0.25220928171737106;0.47806784590300466;RGB(0.04,0.04,0.04)
21;0.9625489885563839;0.20695808171455388;0.3755426902621949;RGB(0.042,0.042,0.042)
22;0.9476747627207088;0.2133864524687422;0.5707523626251387;RGB(0.044,0.044,0.044)
23;0.9376772121289628;0.2188053201182462;0.48066128449724577;RGB(0.046,0.046,0.046)
24;1.0194357534847533;0.11391893711945361;0.3972556474582721;RGB(0.048,0.048,0.048)
25;0.9784943553835882;0.24169120610564396;0.49953883609153166;RGB(0.05,0.05,0.05)
26;1.0351298951653651;0.3089703433357529;0.4854349740080613;RGB(0.052,0.052,0.052)
27;1.0211035155976254;0.24567565872390368;0.5046664612272154;RGB(0.054,0.054,0.054)
28;0.9550516120127228;0.33148916447302024;0.5306417775530862;RGB(0.056,0.056,0.056)
29;0.8594133446441783;0.33704525484698566;0.5908182611915958;RGB(0.058,0.058,0.058)
30;0.9783009247368373;0.3258164345137427;0.5789490670773034;RGB(0.06,0.06,0.06)
31;0.978092397364837;0.3327811128518379;0.5595315007667755;RGB(0.062,0.062,0.062)
32;0.9592575381052348;0.3001950469351082;0.6286957260382817;RGB(0.064,0.064,0.064)
33;0.9461986088268413;0.2683939754696848;0.6816539261118657;RGB(0.066,0.066,0.066)
34;1.0317016971806456;0.32747863301466096;0.5877440792863635;RGB(0.068,0.068,0.068)
35;0.8672965795114012;0.3413413253053817;0.6242432087489591;RGB(0.07,0.07,0.07)
36;1.020028375852913;0.34512635760275495;0.5453101662880157;RGB(0.072,0.072,0.072)
37;0.8502606859205655;0.3662213328355298;0.7288153651444762;RGB(0.074,0.074,0.074)
38;0.9286919798270039;0.35949064602717307;0.6154071727368996;RGB(0.076,0.076,0.076)
39;0.9270222312655385;0.37157505151516224;0.5017625247695074;RGB(0.078,0.078,0.078)
40;0.9231099347239211;0.4045973419879372;0.6009654892350611;RGB(0.08,0.08,0.08)
41;0.9165608001971166;0.4408828971774215;0.6357345754632807;RGB(0.082,0.082,0.082)
42;0.9127244743818685;0.5211304361406965;0.6486809290998208;RGB(0.084,0.084,0.084)
43;0.9106175511727456;0.38071134495254294;0.6581718812022529;RGB(0.086,0.086,0.086)
44;0.8939534885286888;0.45458185811319834;0.7047386865362211;RGB(0.088,0.088,0.088)
45;0.983717126126379;0.42189900845316414;0.6756329607336538;RGB(0.09,0.09,0.09)
46;0.7861663290100696;0.3185862609786203;0.5696000022336538;RGB(0.092,0.092,0.092)
47;0.9358379384957762;0.3274305760727823;0.7827943699757712;RGB(0.094,0.094,0.094)
48;0.8889519360673185;0.4448996443126029;0.6786818050076582;RGB(0.096,0.096,0.096)
49;0.8024718632173955;0.45419696705329365;0.8173870085444854;RGB(0.098,0.098,0.098)
50;0.7872362388987184;0.5455881362581323;0.7084563765875498;RGB(0.1,0.1,0.1)
51;0.8759618096136813;0.47267894874545036;0.6322689848737714;RGB(0.102,0.102,0.102)
52;0.9450482140917617;0.5715828909689218;0.721698411060651;RGB(0.104,0.104,0.104)
53;0.8661323311804036;0.40580544875407004;0.8101233474048396;RGB(0.106,0.106,0.106)
54;0.8572417760070759;0.48404682452700026;0.7446087405573422;RGB(0.108,0.108,0.108)
55;0.8494561900883436;0.6195410000553608;0.754744851472891;RGB(0.11,0.11,0.11)
56;0.7335148828565905;0.5078126167119684;0.730238507345409;RGB(0.112,0.112,0.112)
57;0.8579545639154796;0.5050693269994239;0.754623461350452;RGB(0.114,0.114,0.114)
58;0.8125664097608049;0.5390294567269279;0.7613363521400295;RGB(0.116,0.116,0.116)
59;0.7128366803281297;0.4336037210839593;0.7935440042928036;RGB(0.118,0.118,0.118)
60;0.8452920273255146;0.5428701169136012;0.7638312790396943;RGB(0.12,0.12,0.12)
61;0.9329484172113424;0.5442876375314356;0.8774990879127935;RGB(0.122,0.122,0.122)
62;0.8073510669113817;0.5540758337745294;0.7110486326119794;RGB(0.124,0.124,0.124)
63;0.7564596588736244;0.598039872580854;0.7921632276277749;RGB(0.126,0.126,0.126)
64;0.9090688809829677;0.664384544391475;0.7997796484697418;RGB(0.128,0.128,0.128)
65;0.7224804378764148;0.4870152733664112;0.7963160191918536;RGB(0.13,0.13,0.13)
66;0.765427406008437;0.5786928683957365;0.793249266126896;RGB(0.132,0.132,0.132)
67;0.9073925329552177;0.5839596324262782;0.7330289687975725;RGB(0.134,0.134,0.134)
68;0.7840665157497043;0.5921155654237581;0.8245202080208368;RGB(0.136,0.136,0.136)
69;0.7712463272728285;0.5867780438980108;0.8309218494489715;RGB(0.138,0.138,0.138)
70;0.7881420883808222;0.625338513333626;0.778196313667392;RGB(0.14,0.14,0.14)
71;0.7558299972760278;0.6101620579404555;0.9145479430795734;RGB(0.142,0.142,0.142)
72;0.7508408100640984;0.6116286100598873;0.8246023387409808;RGB(0.144,0.144,0.144)
73;0.7451893286402944;0.6559372306220945;0.8580398330306105;RGB(0.146,0.146,0.146)
74;0.7372987094098744;0.6092445955285564;0.768501590391094;RGB(0.148,0.148,0.148)
75;0.7316267021960671;0.635200931882092;0.889223556396758;RGB(0.15,0.15,0.15)
76;0.642659714984669;0.6367291439961084;0.808953716315874;RGB(0.152,0.152,0.152)
77;0.6962525356882004;0.6224652665212633;0.987811959299271;RGB(0.154,0.154,0.154)
78;0.6907092793925333;0.652577917370524;0.8828149018870793;RGB(0.156,0.156,0.156)
79;0.7597316284916047;0.6579633831586303;0.772763099836126;RGB(0.158,0.158,0.158)
80;0.672146367608858;0.5693397965017228;0.9196925789184213;RGB(0.16,0.16,0.16)
81;0.6894979569141841;0.6667813465448563;0.8525898104945178;RGB(0.162,0.162,0.162)
82;0.6787106096404671;0.6763241559189977;0.9014637430748751;RGB(0.164,0.164,0.164)
83;0.6598586331151349;0.6949228996770918;0.8828429597560052;RGB(0.166,0.166,0.166)
84;0.6380348300418951;0.6829066571782643;1.036668644468669;RGB(0.168,0.168,0.168)
85;0.6865627225744687;0.80971549895442;0.9437033910699619;RGB(0.17,0.17,0.17)
86;0.7556802346584257;0.6945139266689279;0.9808444223538605;RGB(0.172,0.172,0.172)
87;0.7644873601253808;0.7393890897455697;0.932637098793784;RGB(0.174,0.174,0.174)
88;0.6804873512193294;0.5952646474828251;0.8499427330794124;RGB(0.176,0.176,0.176)
89;0.7352343171060872;0.62612565294651;0.9316259244989858;RGB(0.178,0.178,0.178)
90;0.6150199998157039;0.7277014350787193;0.9430049200817442;RGB(0.18,0.18,0.18)
91;0.6138286415200591;0.6546006348400997;0.9179861719519065;RGB(0.182,0.182,0.182)
92;0.7253515481960706;0.7274381823253492;0.9611586747836312;RGB(0.184,0.184,0.184)
93;0.6187649791689875;0.6343034506519224;0.8429741443131821;RGB(0.186,0.186,0.186)
94;0.5897880204610195;0.6202196135572727;1.041597435640633;RGB(0.188,0.188,0.188)
95;0.5886830707552756;0.6785288949599286;0.9750106683912922;RGB(0.19,0.19,0.19)
96;0.5726599734164278;0.7414598961523831;0.9824240663946069;RGB(0.192,0.192,0.192)
